id,Predicted
19698644,176.24
29435698,206.57825
1637178,177.72833333333332
8547691,115.43943253968257
29052983,117.26505952380953
259946,179.22
17405775,45.13666666666666
2660576,80.55
7094539,204.82
9831392,84.81
8119018,103.38333333333333
12070965,79.77333333333334
27366434,176.35
16122223,124.9208333333333
28680576,67.10388095238096
4756280,47.14666666666666
11849017,229.11
19981889,66.816
6660373,71.6
26258407,402.76
17847644,100.49916666666668
12604187,231.20952380952383
11007370,381.6733333333333
27975725,66.55373809523809
9960135,56.57441666666668
28182409,73.275
16394193,50.00166666666667
22885310,60.21
3553679,102.80833333333334
20228476,90.56869047619048
25933116,160.3
8052841,166.16833333333332
7177958,128.88166666666666
13378643,54.37
2204397,192.3161111111111
22866619,147.38916666666668
12287479,85.14
6759264,65.08580952380952
26199962,169.27
3531190,208.20666666666665
15067291,78.17716666666666
21343278,102.79
23256946,90.76580952380951
12346131,279.93333333333334
12972320,306.16
62230,79.17666666666668
25262332,84.06200000000001
19348233,278.47900000000004
289995,157.53333333333333
20786225,75.57
28471411,310.73
17269342,148.03577380952382
15113377,101.38
9572448,40.83126190476191
6329973,121.12833333333332
212544,175.45
6956274,49.54916666666666
7750282,118.54373593073593
272706,157.445
26893530,61.2
16333699,55.70666666666666
20540868,89.14
1972126,400.38
6937897,73.2
6113839,211.77
14851530,73.725
17861841,49.73
887292,185.59
13258556,153.46466666666666
6168663,91.94111111111111
9280902,115.54
258686,72.22
17531493,67.9625
26000559,54.47
23108981,325.32
29458518,167.11
26107882,469.45
12547357,69.43488095238095
19069915,144.71616666666665
27520341,112.38666666666668
12894048,72.41190476190476
6845877,132.51666666666665
28531920,352.48400000000004
9347368,309.05
22206760,68.2480402930403
20799199,145.13833333333332
14330038,156.4825
18655581,161.695
29536152,501.91
21827433,162.03
28862785,133.98595238095234
29680421,225.42
19945974,123.43
7748422,120.28
14663344,171.75
9733227,153.0825
19811020,157.11
18720911,149.4282142857143
11320246,117.26785714285714
16667109,93.47307692307692
27611223,60.73
18511001,206.1925
6346456,370.235
19455284,117.98
13094250,110.69
15917981,216.75916666666663
4783674,46.35976190476191
18777640,59.135
893853,236.54142857142858
26934498,102.72166666666666
22278941,92.7935476190476
21081172,365.39
121473,169.98
13771885,62.43666666666667
19750474,170.98333333333332
16869999,92.66
23678832,79.99166666666666
20744786,308.202
27953850,66.0
26497309,164.14
12652964,80.02004761904762
22232328,341.84
24538544,176.84
14894267,166.36833333333337
9838523,65.35000000000001
13300113,75.35466666666667
21593823,171.46833333333333
21121688,92.9775
22929942,161.19718253968256
7265079,98.435
13377443,90.035
20073605,87.59761528749026
7202612,77.77765223665224
21476172,172.12223809523806
12379298,122.17833333333334
9825967,99.82
13959346,197.73080952380954
302309,355.65
19413670,82.75072727272727
14332210,89.69833333333332
16981845,165.69400000000002
16630483,291.6226111111111
3209980,110.33125
29410763,628.22
20611,93.12333333333333
19785676,65.66833333333334
27544201,152.1533333333333
21610552,61.62328068336891
9487684,146.98404761904763
2919885,97.74
26420986,144.57433333333336
27573342,289.395
6986781,299.772
20009122,89.78452380952382
2730497,106.27249999999998
16321789,91.89839285714288
29521447,54.300842105263165
5507371,49.655
21516275,211.305
22531031,91.53
22016473,90.655
28736154,64.39312993542406
21367901,65.81916666666666
19158672,225.185
21921178,146.25
19604307,242.5319047619048
2641730,75.11
19624565,393.62
14175040,117.31083333333332
9444819,395.545
27857198,367.83
13190121,292.48619047619036
13868137,134.2275
17080093,117.50109308494827
3827442,203.23133333333334
19872862,79.30327272727273
13145377,189.677231990232
22229817,204.33199999999997
2107939,59.61566666666667
682155,68.33
3568596,59.724380952380955
6261971,101.68256715506715
6553661,79.5607142857143
5545560,252.52
24244827,102.66069047619047
26549354,274.18
21915201,753.2366666666667
20149184,336.4927272727272
22586473,119.01171428571429
26828970,132.98833333333334
11775127,286.4070670995671
27237617,655.5564191930026
14452731,76.44166666666666
25168678,117.15476190476191
22438519,68.5785606060606
23502842,138.18
21378123,136.15
21631186,76.02333333333333
20885420,124.52666666666669
8186181,158.03166666666667
24077483,119.74683333333334
24779615,56.67583333333333
24635562,65.30833333333334
6576336,60.77227380952381
21721898,172.82333333333335
11148990,162.84
19159503,108.04800000000002
6923161,87.27330086580088
24896533,64.54333333333334
22971074,242.03
28175959,60.299209422457494
23917877,708.45
27311481,301.7416666666667
15984234,850.19
27936839,69.55333333333333
19861740,261.97583333333336
5728014,137.99787698412695
13733309,229.6200715804663
27846079,205.19
21568187,55.98
9078739,69.85833333333333
17477221,231.66766666666663
5315955,183.5
25475944,63.01
3120723,130.59833333333333
27053726,139.16
24289926,147.6575
3387493,277.3566666666667
29654002,88.89
8107212,89.016
12233692,58.95802380952382
21736682,87.87
9219472,83.1
11165881,74.995
24379887,240.53
16368470,215.58333333333337
7272453,110.321713161022
23614112,205.83
23145289,195.6725
7742287,86.196
11037023,89.74089285714287
13308629,120.55
22336905,850.86
22401901,125.9625
16839686,86.14
18988028,67.305
6731373,42.648
17795491,101.89666666666666
28673212,202.76585714285713
1763209,64.87666666666667
10057826,234.17
21825081,180.35
18423707,217.61418142968134
732700,475.316
22768701,112.42
27904840,789.94
20296968,187.28083333333336
22009072,68.65382142857142
27248487,208.39059482184481
20007899,104.632
317905,79.55
8251228,50.66
320128,211.3
6849137,83.685
22518038,176.07108333333335
16123619,652.67
15488128,69.95666666666666
722464,127.34833333333334
21813814,81.85807142857145
27993666,86.015
13654127,128.21666666666667
27250504,65.268
17940009,125.56249999999999
413775,225.17333333333332
23871290,79.55166666666668
14023316,88.19864990564992
11983644,52.6
4739407,86.16
15717865,53.86166666666667
19194997,117.65404761904763
26914676,354.23
16673954,218.7064166666667
21799470,67.53299999999999
16311513,71.41482484182484
13276680,96.05071825396826
23109351,311.52
21354840,203.51666666666665
29359560,257.945
14686954,62.67
29057571,299.87
11352664,184.5455
17314998,90.20521428571428
24656108,174.74
9312190,153.12
18488058,98.27
17813907,187.53
15108887,60.74
1914787,56.583999999999996
25184175,184.35530635406084
6423589,84.742
3181834,623.29
14106099,161.9609523809524
325429,175.99416666666664
17925111,174.53191666666666
29588587,60.44166666666666
16323024,225.85333333333338
4700265,72.66470468712575
3913635,171.61
22051355,104.61
23608727,72.07
1813829,80.52
1984390,148.51
29232781,63.03697619047619
25777661,49.95
14705110,177.85
17515734,54.35333333333333
26425874,66.965
11190701,49.58607142857143
19430305,121.74
26423738,192.1883921356421
10075145,269.54
4063357,138.36
2087663,100.085
4126452,380.36
1108309,126.09
4891616,135.216
25680422,69.011
27926311,165.78
21514852,45.577666666666666
25346842,62.92833333333333
22045554,70.26051792651793
12964763,240.07
9596708,329.4766666666667
27464651,171.36535714285714
13802195,183.5
15928889,47.535
3662827,220.66083333333336
10040649,96.56102453102453
5538720,63.29
11435936,290.9783333333333
25255024,223.68
24366897,116.18
12447273,125.235
3168120,146.34
26874727,52.68666666666666
332525,153.24666666666667
10015258,163.135
27304971,105.58256578388934
29186776,104.88666666666668
13666116,76.745
24044039,56.17
20498653,67.26157142857143
25266169,53.715
21733997,134.10111111111112
21264068,137.44316666666666
19341760,245.73666666666665
17329090,208.41
23594177,216.18
7480229,69.96833333333333
22906559,48.141464285714285
2210281,116.24
2636762,146.81
18476851,64.97
18402568,49.28
17297467,49.785714285714285
13394,87.215
17623200,482.24
5040218,108.38333333333333
466277,226.86
24528299,57.77999833826303
4824146,115.74333333333334
7496203,62.31
5613334,70.34555830718989
20586070,314.9597619047619
28543486,222.84666666666672
29306568,230.40666666666672
3508355,101.63
8423636,160.52
4090748,137.19
16893030,153.36852380952377
11618854,49.06428571428572
19356281,197.33
18753406,69.21655779600515
22615158,58.43432142857143
11563821,101.035
17147561,95.26666666666668
9149435,163.45833333333331
22705115,106.05
13156126,391.07
12776694,104.9525
6464070,64.075
24287857,102.39
8411164,222.17747222222226
27610608,309.71
7637047,191.6183333333333
23101845,97.83666666666667
28312421,208.81333333333336
16406680,610.7033333333334
3369826,185.59283333333332
23575358,167.56833333333336
21289856,176.015
25872636,655.39
19327508,86.48
14065821,247.62095238095236
15534686,68.73266666666666
15972733,94.71666666666668
27057790,71.76666666666667
2671926,90.38083333333334
26739303,62.23333333333333
27201257,143.18866666666673
22065495,72.18755555555553
15166520,49.34
11739698,275.2786666666667
17031720,83.60488095238094
21746100,325.7008333333334
21922407,141.725
13938420,81.4505
2091367,73.3
21736808,152.40833333333333
21782833,500.3589285714286
25834338,141.03599999999997
16179120,115.19
23062969,70.44178571428571
19360201,142.2
21344762,117.905
13952319,139.85
26608031,140.68
3238355,83.08
29149618,129.35887085137085
829083,149.63333333333333
15529123,175.0
22020786,96.15
9614760,93.64
17941948,105.00916666666666
19980048,196.24
7025693,63.5275
25590511,238.8166666666667
28437023,166.37
22354348,249.73152380952385
20815456,124.31333333333333
26520935,51.72
29238311,212.38428571428568
16546876,89.39666666666668
27579844,338.92614285714285
28940279,60.88145595559411
15491431,103.33821428571427
9826081,76.20923534798536
239733,101.61
13876040,154.87
21948983,136.01
10115375,149.46733333333333
22294102,176.8525555555555
20874820,104.58
3012871,164.57
29652515,442.8083333333333
15285181,59.39850000000001
15248135,78.08416666666668
9260616,107.05833333333334
9403937,201.93633333333338
19171773,69.58471103896105
28894636,105.53216666666665
25806336,49.346666666666664
6347713,101.27
20212025,109.17
18721845,65.21832921571892
16465690,85.58335714285712
21633501,339.44333333333327
4744487,146.74666666666667
22706985,210.38445238095235
22191760,131.58916666666667
1251566,220.66
20933848,56.71
25713663,61.88928571428571
23480048,99.89
23620518,318.5915
5334478,169.84083333333336
21961462,141.31166666666667
5936796,70.12
4174115,313.31
21636155,66.51990079365082
4128428,191.545
819893,59.29
24521322,184.35530635406084
13077370,108.09
3686493,241.38049999999998
15956772,59.17916666666666
266146,163.60333333333335
16081134,62.502545454545455
22830328,119.3
4717237,118.89666666666666
1502018,80.7554007936508
27951070,70.58000000000001
13670376,278.482
26598477,330.9
272044,226.89033333333336
4774658,49.43333333333333
23516943,49.66
16487559,67.1125
27136639,79.76966666666665
1928570,159.30819047619048
12917057,165.76166666666666
21864747,89.03452380952382
27778703,177.93883928571427
12385794,223.84333333333333
29504721,409.39777777777783
6108021,145.64516666666665
21604003,90.83764971139972
11282788,140.08
29751478,185.53583333333336
25664429,60.55083333333333
23513769,139.07
10083580,47.671085858585855
14639920,297.7452380952381
15378469,54.532
16614713,89.31
17856672,187.16
29543716,265.2733333333333
6886371,174.53191666666666
25516958,167.76
20212707,72.2725
4454400,168.69333333333336
21116651,150.31
2521380,152.38
12836502,125.76
5825173,164.21
27106892,321.52799999999996
14952357,50.24
8312148,267.9994047619047
26306276,79.94907539682542
3411815,94.15666666666668
7859932,96.01371428571429
24676554,109.89
21594436,195.80333333333337
9373167,130.39341666666667
22419930,76.66
27486387,165.38857142857145
27584413,125.6
16837628,93.50433333333335
13426681,205.73389393939397
23565268,241.5202857142857
4198764,99.06400000000002
27530069,225.57333333333335
25871075,405.43
22703920,60.83950000000001
8795721,116.10116666666667
3540722,167.66
13711439,125.74
9740264,108.39166666666667
11261146,166.82
5742795,120.755
26866483,63.595
21862079,142.64
20476397,249.29
3337808,491.7
24049220,273.84
26131183,56.52
14446717,231.9012692307692
15867800,70.64
8666770,229.7025
16735848,55.305
29480988,84.24604601684864
24750367,48.84
29058736,68.28247186147186
29461095,157.59595238095238
24495291,62.45
23913344,256.38828571428576
22400568,124.72
26948963,55.36
14320998,80.78
28610673,57.45166666666667
11438999,99.715
9118945,47.39
1461873,74.245
13813731,58.27
29413438,134.23
26869596,142.09285714285713
8405978,127.4329761904762
995169,249.76
9710117,61.852313492063494
12359146,147.69
8104879,85.23
18194482,112.11166666666666
9918963,162.3
23840461,68.14761904761905
9679720,69.85833333333333
8751691,62.82121933621934
975250,48.04318181818182
4275729,110.28
23219659,133.17583333333332
24101160,330.185
8172864,96.22916666666669
29706049,224.91
22151092,57.54083333333334
23360836,83.25
3689140,197.32666666666668
24041631,54.18108333333333
1316961,64.59
11873821,134.855
3717427,228.7125
26033423,220.77
2494739,186.5
14660126,377.57
21982618,86.40224801587303
4865377,162.22016666666667
12780475,105.56666666666666
23024065,190.53
3272161,176.74066666666667
16664273,134.38833333333335
18209795,144.93
19142273,50.93
24582124,74.40753968253968
8204305,106.695
12869567,298.71500000000003
2051675,54.48333333333334
15127414,149.16566666666668
4737392,84.42
29569979,73.4
26534723,114.03
17456123,61.37658058608058
4126676,181.16333333333333
17464043,85.44149999999999
24409829,147.83
27572554,67.6
767286,105.55
26055709,61.68
17118782,215.28549999999998
5883159,195.4975
15219855,158.65416666666667
6560165,194.42905555555558
10017050,52.37770129870131
24391676,408.12
15562465,148.72
26438753,205.41
23808715,177.61283333333336
21967379,106.3475
25580113,420.05
747316,113.1772619047619
18358792,402.33
21501622,109.77449999999999
3465651,91.55
22118980,71.19388614163614
15378960,132.9525
23596011,69.90333333333334
187979,163.72333333333333
25451077,184.65760317460317
20205846,62.46
4753918,79.45380952380953
64361,203.25416666666663
13658407,128.58016666666666
12342876,155.74
21365379,185.31
18267345,87.40746031746032
21140951,392.5066666666667
6258983,110.56
28086391,268.05
27261014,64.48
9050105,148.55
3376999,169.99
28723300,234.05
26098654,262.76
13061064,128.623
10635913,147.08
6282629,163.44
11514756,254.42
22087030,521.9633333333334
5006113,490.85
11323125,75.52083333333334
12009807,131.8175
8738438,352.4
18501885,203.32
20202971,195.23333333333335
23508956,135.5
25902370,425.66
10156314,112.67741666666667
29183445,184.13
9825448,126.2
22447855,139.33833333333334
28732842,77.26
19827778,104.78
786727,115.0
20257148,187.8602380952381
16767867,168.13666666666666
13575747,124.0216111111111
19162441,118.7325
12389931,226.4441666666667
20618578,60.228
7221239,148.955
3912794,83.17200000000001
690553,227.71
2254412,271.865
6239753,61.53366666666667
26847619,88.99799999999999
8886910,159.53
15806018,75.73458333333333
13235951,80.01839285714286
10342806,61.8
19933967,185.66666666666669
23714378,82.83267965367966
21578513,108.04800000000002
13859196,78.488
925240,206.6
9597258,46.73
25287087,49.21639743589744
5241757,168.17
21929935,88.24
21483653,58.066547619047626
20958738,58.82833333333333
10100474,131.56966666666668
5003437,56.86
9093032,69.35466666666667
21770746,161.51508730158727
559324,283.2753333333333
23302260,64.84
27466393,138.33633333333333
3426028,95.80916666666666
16533749,47.46833333333334
4216435,81.66333333333333
22777530,63.01783333333333
24734792,69.4692857142857
1520806,147.49
22214594,186.6
17669867,53.75
3068852,124.42615873015876
26810466,130.03666666666666
26275643,281.30333333333334
4077428,145.45
23121375,150.12
29209620,295.7033333333333
19787770,67.17066666666666
19016912,111.33
22066635,223.21666666666667
25127644,202.62333333333333
3302932,322.64
16163323,108.78
22245972,114.37904761904761
12950979,98.02166666666666
11377233,53.96
21934181,38.24574358974359
20994326,49.64
17192309,182.06
659880,77.97048015873015
22731353,184.60157936507937
21947039,402.51
29453891,58.185
13709619,105.09
15099149,62.28285714285714
28603871,194.77022435897436
3825437,171.7805
27490389,396.64
14297224,185.40333333333336
21609424,71.51333333333334
28890259,87.76342857142858
8887748,89.42
28071460,127.5377380952381
23808032,143.6125
16811364,57.46
21484947,421.77
19533966,229.31
26553542,54.38433333333332
12051116,152.14061904761903
13019720,402.52
9231257,81.17
4694622,63.12833333333333
28661064,159.778
18448556,85.7925
13124737,208.93
1392079,110.41
16480673,216.512
20900299,135.395
15250168,102.6475
26828553,114.25
15114265,73.62
15799563,236.47
4532989,210.17395238095236
11015593,129.889
18482729,180.51604761904764
21794522,98.11333333333334
29051411,120.62714285714286
8304809,150.19533333333334
20653520,52.26
20801388,160.40666666666667
23992091,193.98
4470423,210.7343333333333
12836808,153.335
1966565,337.3925
24780380,140.56942857142857
800918,144.42000000000002
766814,551.5009523809524
27636227,108.3335
3467744,106.29666666666667
7966943,241.82833333333335
314442,128.49666666666667
26305529,113.8
16113712,167.18
23755278,77.45666666666666
555206,69.03666666666668
19454344,159.968
4211510,54.14
22227431,43.49833333333333
25869449,120.03
28457838,688.27
24575257,110.155
23550857,156.79916666666665
20616492,181.1533333333333
16309452,89.045
11043970,150.5911277056277
27761249,69.77388888888889
18692321,118.34
12404677,124.52833333333334
27362309,108.04800000000002
7858023,200.41
25705191,72.265
20033770,104.505
29612248,102.45
13137970,43.47175
14928336,69.075
7986666,140.17666666666662
10755640,96.92
18314397,134.2575
22956809,80.79
10018313,208.22
24495238,75.0337619047619
1734724,200.44033333333334
19436446,123.205
998312,63.2375
29630553,61.852313492063494
9882147,51.21989393939394
14827752,208.37
9452124,179.36
28987362,50.9
12969014,141.64476190476188
12170991,79.64
16604442,111.28
22453527,127.04875
18590415,297.077
681805,66.018
10575811,141.53
24917792,72.925
7901715,71.11333333333334
4786818,67.23
2888088,101.21
24895943,165.4984603174603
24965862,66.62910621587213
21939486,157.26666666666668
26329328,59.11
23623969,150.32
7086310,65.93
9576278,64.83
8993422,176.61
6449002,189.466626984127
21972082,65.44
21698837,49.78944444444444
6601683,48.215
4295108,72.00702380952382
13208373,222.71663156288156
20284711,174.53191666666666
19472799,164.62583333333336
16969156,148.405
20604857,695.07
15492561,161.18266666666668
15478143,329.01
12796391,115.54
6822403,90.57571428571427
17253106,170.69
9410042,178.75930952380952
18766657,315.49333333333334
15816784,41.507
19790601,577.78
27914324,80.185
23262857,88.55
6538963,61.632666666666665
6407534,153.29166666666666
9096381,107.57958333333332
29626161,88.71804761904762
22986139,226.98
21312495,164.97
4581788,79.33288095238093
638218,126.73
17472887,187.65
24330034,325.34748015873015
28329261,49.165
26653712,257.55583333333334
11585049,125.75
28412831,109.94
22376903,129.39666666666665
5495026,57.52
9596608,175.59815476190477
17923165,135.22466666666665
18153026,136.67166666666668
21740278,155.28566666666669
4687896,141.99
4365765,61.215
18430588,57.518
1843891,108.315
20264224,59.455
4135674,274.19
27237609,586.8214632034632
10790350,82.15649864024864
1303850,108.49666666666666
22569493,123.67
28344462,104.84666666666666
25786000,187.29583333333335
19521605,105.24
8720488,74.8
23078073,179.75017748917747
4487846,198.24
12706347,64.39312993542406
3067093,155.17833333333334
11553451,302.89166666666665
15095408,92.56
21884602,147.68761904761905
21186066,353.61
22085185,191.27933333333334
29166232,111.87533333333333
2432545,88.8125
22277333,86.63
27929173,59.406833333333324
13379635,105.41
2066165,59.98
13411367,145.49966666666668
28520183,153.50988095238094
1524711,147.585
9819545,84.74583333333334
18894445,135.34
2139828,226.3925
11651283,241.63
26639054,59.23
4122050,108.90945238095239
19999160,123.085
22318742,161.44
19349497,174.52
1954429,193.03
13282779,65.92
24561950,91.84
7966358,387.5452380952382
13688249,136.134
780858,156.49083333333334
10540337,73.79751190476192
21524324,412.80199999999996
11755816,60.47
10588692,174.56
26594677,561.606
12211625,53.57
16996170,296.39
18993379,726.58
17317366,284.79
16485990,112.67
19720270,134.98
4705670,66.41505555555555
19343326,100.90699999999998
4439839,183.49
26784754,60.218333333333334
5692807,263.13
19710742,86.73012698412698
26663557,313.346
9133645,151.21
18957055,103.79416666666665
23756498,105.85428571428572
10068269,97.15921031746034
20686134,156.5375
25085980,56.812
9238214,55.87
28431734,77.5
27546132,82.75
9003691,200.43166666666664
23654584,92.57833333333332
4359756,99.895
26679556,108.925
22462752,246.69
2067166,144.31625
7348959,100.84
15930495,118.60591666666666
27337454,74.13
19288313,272.19
13540233,194.37236507936504
14109365,60.925
14313481,133.14
1476484,327.21
26058246,78.66166666666666
21475619,63.46
26006344,132.92
7796446,190.29763888888894
27279953,105.68947619047619
17417619,75.5075
18551084,78.913
11227558,138.14666666666668
22176782,76.52600000000001
26465686,176.33865259740261
6673638,84.877
13443722,113.80595238095236
257097,108.92
5006114,81.3775
23306531,138.32
17285548,215.435
8337597,78.3725
784122,167.23
18422285,1142.21
18750416,447.82066666666674
7483853,89.88
20207945,54.325
25941191,56.722
20845313,117.29
10439129,164.62304365079362
6609293,152.39
7598279,131.79
